Rating,Review
2,i cant overcome the fact that cara delevingne can not act at all you would think that in a movie like this its enough to just pose an look intensely but she cant even do that please stop experimenting with her as an actress the movie is otherwise exactly what it is advertised no complex characters or plot lots of action good music no original score to confuse you blood and the good villains win
2,first time i watched it i thought it was good next few times i watched it it wasnt that great when i came to realize it not sure why people like this movie better than the 2021 version i wish we could get a directors cut of this movie i bet warner bros is too scared and cheap to make it if it werent for the namebrand actors in this movie it would of really sucked anyway thanks for reading my short review go dc
2,there is a far line between a fun movie and a good movie an example could be the godfather a good movie that isnt that fun to watch suicide squad was fun to watch because the entire duration of the film i was just making fun of it with my friends here is a drinking game everytime there is a bad plot line dumb quote or bad cgi scene take a drink oh god you will have the worst hangover ever
2,joel kinnaman plays an annoying character margot plays a good harley quinn and i like will as deadshot viola is super evil and i like that a cute jared leto is under all the make up for the joker i like the team interacting but find that the story could have had more potential
2,when it came out in 2016 i was pretty young around 1015 years of age but now lookin back at this movie is pretty dissapointing theres not much to say here cuz this movie is just to modernish and completely twists the joker and harrely quinns personalities and backgrounds 2 stars than 1 because the action was pretty enjoyable tho the story and the orgins of some of these characters just make no sense
2,i could not get into this film was this the most expensive student film ever made it felt that way this was the film that made me appreciate how marvel are handling their films i keep asking myself how could will smith choose this role and turn down django ill never know im sure if i was 10 years old i might appreciate the film probably not actually
2,suicide squad is a complete disappointment for the dceu though there are some scenes that feel better alone the movie has no point there are characters that are wasted and the story and script doesnt make any sense suicide squad is a bunch of pointless senseless scenes with beautiful soundtrack from steven price edited together
1,this is simply the worst movie adaptation of a comic book ever yes worse than monkeybone catwoman fantastic four 2015 jonah hex elektra ghost rider even green lantern i paid money to see this in the cinema and regretted that decision only 15 minutes in when i realised the entire film had been edited like a music clip this is trash at its most expensive my reaction was to laugh as it was the worst movie going experience i have had in 28 years f marvel hahaha get out of here david ayer
1,this is a trashcan full of mildew and feces jared leto as joker is the worst interpretation of the character most of the characters are not needed and are not shown their potential even though the good characters brag about killer croc is a walking stereotype and enchantress which could have had potential is a car dealership blowup el diablo is okay while deadshot who is a villain is not acting like one because will smith is playing him the only good bits this movie has going for is its soundtrack viola davis as amanda waller and harley quinn even though she is really sexualized in this movie
1,i know everyone legit loved it but i couldnt get into it at some point after the first 30 minutes i left they dropped a bunch of character plot and editing was all over the place for me to get into it the trailer really got me excited for this piece of garbage of a movie really upset me too because i saw it opening week total waste of a trip to the theaters
1,to be honest i watched this movie when it first came out and even though im 4years late with this review i hope it helps anyone right this moment searching for good movies to watch think of of this movie like this its basically the lamest marvel story line lord of the rings dont even ask me why there are witches in the story line all it was missing from being a total derailed concept was flying dragons and transforming cars thats how confusing the movie is
1,im late to the party with this review but can someone tell me why anyone thought it would be a good idea to put regular ppl against magical beings like why of all the villains they couldve chosen did they fight a super powerful sorceress and her brother which has been disintegrating everything he touches but for some reason decides to backhand two ppl at once instead of just disintegrate them and they win riddle me this what in the holy plot armor was that batman
1,never should of been made i cant believe will smith got involved in this pos movie birds of prey looks better when i heard the plot i laughed and was falling asleep watching it on bluray on my 2500 home theater system
1,this has to be the worst dc movie ever there were some issues because the pacing was just horrendous i didnt know what was going on and i was so confused because one year after the events of batman v superman dawn of justice every villain in the team are being described but i found out that they are all going to defeat the enchantress also jared leto did such a terrible job playing the joker and i prefer heath ledgers joker in the dark knight
1,this movie is a catastrophe i originally thought it would be better than batman v superman but my hopes were like shooting down a helicopter with an rpg this movie was an absolute nightmare start to finish and i dont mean a nightmare like its scary because its not whatsoever in any way shape or form for me this movie had potential to be great but turned out to be horrible easily one of the worst movies ive ever seen in my entire life its so dumb i honestly dont know why they even considered and made a sequel i know its not cannon to this one but still did not need or deserve a sequel
1,best biggest let down of latest action comic based films was so disappointed during the whole film i dont dare give it another chance on tv for free couldnt believe id paid money to see it at the pics hesitant seeing the new 2021 version hope its better
1,and dc wonders why marvel does so much better in the box office this movie was horrific being a comic book reader and dc has yet to put out anything worth spending money on harley quinn and joker were the highlights which lasted 1015 minutes other than that worst dc movie this decade
5,its a complex movie and a must watch if u are an avengers fan its refreshing to see finally a female superhero movie among all other avengers members the story has been intelligently spun and is definitely engaging excited to see captain marvel as a super strong avenger member the humour amidst all the action gives some lighter moments too chemistry between capt marvel n nick fury is charming annette benning as dr lawson though played a small but robust part and surely impressed us all with her appearance brie larson looks subtle n strong as vers n captain marvel she did justice to her role too looking forward for more female avengers movies from marvel like captain marvel 2 and black widow
5,i dont care what other people said about this movie but personally for me i really enjoy and love this movie so much to me they perfectly executed the character of carol danvers and her heldback emotion is something that we should take consider of someone whos been trained to be like that for 6 years with no memories in her life plus theres many powerful scenes that gives me goosebumps too like the ending scene where she said i got nothing to prove got my eyes welling up with tears as i could relate to that in certain aspect of my life also also this movie also never fails to make me chuckle every now and then huhu inspiring lighthearted and thoughtprovoking id watch this again anytime
5,captain marvel is one of the best superheroes i didnt exactly know what to expect because i havent read any of the comics but i absolutely loved this film it shows strong female empowerment the funny actors brie larson sam l jackson and talos and an amazing twist i did not expect i did love goose and he did steal some of the showbut i feel it was all captain marvel aka carol danvers before my mom and i went to go see the movie i had looked up some of the background of her like that shape shifting skrulls that were actually supposed to be the bad guys and the kree were the good i was surprised at the change they made but loved the results ben mendelsohn played a perfect talos and with his british accent made the character sexier i loved jude lawbut my absolute favorite part of the movie is when captain marvel broke free from the krees control and fought like a strong woman never once backing down she is the strongest avenger yet and i love that pro strong woman
5,wow i cant even begin to start on how much i love this marvel movie my family is just getting started in watching the marvel movies as we are watching them in timeline order on disney i didnt care much for captain america but had high hopes for this one my expectations were exceeded the cat was hilarious and samuel jackson was so perfect as the character of fury and dont even get me started on the captain marvel character she is such a great role model she finds her powers by controlling her emotions and thats why i relate to her so much the plotline was so easy to follow nothing weird there overall it was the best marvel movie i have seen so far 100010
5,i personally really enjoy this movie its refreshing to see the main character of a superherocomic based movie be a woman and i think that oscar winning actress brie larson played the role exactly how she was meant to the cgi throughout the movie was very strong and the writers did a good job of portraying the life of women not only in the armed forces but how they were and are often treated overall i think that if youre the type of person who enjoys action and good plot superheros and aliens you should definitely watch it
5,this movie has links with dark phoneix the energy is exactly the same remember movies come from the house of pieces so it all comes from source our creatuve conciouness she has jurisdiction jordi as to what get shwo on tv when something is being play that should be or restructuring or restricted because she noticed it kit health or people arent coping well in the collective with the downloads lady venus she takes it as a peronal mission to understand the movie are so abundant right know but nobody sit and analysis what they mean to them and how they affected thier life personally movies are intense for me and i have to integrate sit analysis and observe all that come through for me when i watched squid that was very dangerous for me to be reveal to as i was extremely vulnerable and my opinions time and resource of knowledge and insight where not appreciated love always your golden light
5,this movie was really enjoyable brie larson played captain marvel very well she was such a likeable character and her dynamic with fury was really funny it was cool to see a younger and more laidback version of the fury we know from prior movies most of the 1 star ratings of this are from misogynists who hate powerful confident women i really like how it tied into other marvel movies like guardians of the galaxy and avengers the 90s setting was also fun
5,this movie is a perfect combination of dignity and robustness captain marvel is my favourite character and has her unique persona kept me glued to the adventure of her in this film the movie kept us clinched to the unravelling of the past of c marvel a true epitome of a feministic movie she is without any holding back attitude and brie larson truly did justice to this unique and powerful character she has kept the poignancy at the same time powerfully implemented the hard nature of the character i love the movie and marvel universe has indeed bloomed our own captain marvel 810
5,this movie was a really good origin story for carol danvers it was both funny and really interesting and i was so happy to see the skrulls and monica rambeau join the mcu young nick fury was great and on how he lost an eye was also very happy to see that marvel finally made a movie where a female superhero was the main protagonist i recommend this to literally anyone even if you havent see all of the mcu films
5,this movie is good but i say with confidence it is not the best marvel movie by a long way dont get me wrong samuel l and brie larson were great its a funny movie with exciting post credit scenes great action scenes and a plot twist with the kree and skrulls but it just lacked that extra spark and didnt quite have the constant thrilling feeling most other marvel movies have also i expected a lot of the movie to be in space but a large majority of the movie is set on earth and she never really felt like or really became captain marvel untill the end its still a good movie for sure but lacked a few things id rate it a 710
4,one of the best mcu movies in my opinion it has an equal balance of seriousness humor 90s pop culture badass scenes and representation it may be a fairly simple superhero movie but its certainly worth the watch it keeps you on your feet with fight scenes twists character development and iconic marvel humor as well as stan lees appearance of course i highly recommend the movie for any superhero fansmcu fans action movie fans scifi fans and just anyone who enjoys a funny and entertaining movie
4,i saw a lot of negative feedback even before the movie started hitting theaters but now ive watched it by myself i feel most of those are pointless this is not an all time classic yet a very good movie great casting and acting cool story with a plot twist and is crucial to avengers endgame final outcome fascinating special effects ill give this 8 out of 10
4,rating 8010 this is a good marvel movie on this year from the beginning it is a good introduction of a first female superhero if you are looking for a good action film with a good cast and a story this is it the scenery of the movie is amazing and the action scenes look amazing there are even funny scenes in this film to all of you go see it you wont regret it overall good acting performance by female superhero
4,i enjoyed capt marvel for what it is a live action super hero comic book it stayed true to that feeling and didnt come off as being pretentious or trying to be something it isnt i also like seeing women being given stronger characters and marvel universe does that well
4,i honestly dont know why some dont like this movie its funny has pop culture references the acting is very well considering it has brie larson and samuel jackson as an iconic duo along with goose other actors we all know and love
4,captain marvel is a super hit picture plot was absolutely mind blowing great action humor and amazing plot twist bad acting by the actor who played the role of captain marvel excellent acting by samuel l jackson rating 455 stars a must watch
4,i feel like it helped explain how nickolas fury got the tesseract in the first place i also liked how there was a major plot twist towards the end even though a times it could have been better i still would like to say thanks for such a great movie
4,when i watched the trailer it didnt catch my attention when i watched it on the amazon prime list i put it on my list but until now i had not wanted to see it i regret not having seen it before it is entertaining i liked it and i would like to see more sequels and yes i was pleased to see such a powerful woman it is not very common to see characters like that
4,i enjoyed it samuel l jackson is hilarious and brie larsen was fun to watch the story itself was as good as any of the marvel films not sure why it received mixed reviews
4,while captain marvel is a great movie it does twist up previous movies like captain america the first avenger i wish that the directors thought a little before doing that because if goose had the teseract where did they get it from without finding captain america 3040 years earlier again it is a great movie but it does cut off the franchise a little bit i still recommend you watch it to get your fill of space monsters female warriors and space people who are both evil and misunderstood
3,the latest mcu entry gives carol danvers aka captain marvel her own feature right before being drummed into the avengers ranks in next months end game to do battle so now audiences will get to see who this woman is what exactly shell bring to the thanos party anyway marvel known as vers is part of a kree elite fighting unit holding the skrull a shape shifting malevolent race which i first remembered from the 60s fantastic four cartoon at bay as they police the galaxy but due to a mishap when her team attempts to retrieve a spy from a desolate planet vers is captured tortured by the skrull to gain knowledge of a light speed engine whos creator played by annette bening died in protecting its location back on earth vers escapes her captors reaches earth but soon due to the after effects of her time spent wthe skrulls starts to doubt her existence as evidence shows shes from this planet not a kree as she was led to believe incorporating deaging makeup again we get a younger nick fury coulson as well teaming up wthe lost proud warrior to right things before the truth overwhelms all involved handily written directed by anna boden ryan fleck sugarhalf nelson this film has to do mucho heavy lifting bridging 2 important sequels introducing a new character being a female empowerment manifesto which it does successfully in spurts starts but being most audiences just want to get this cliff notes version of the character her background out of the way for the main course to come no ones going to come away so distraught that theyll swear off marvel forever
3,generally speaking all mcu films are better than their dceu counterparts however if there is an exception it would be this movie if captain marvel is to be the poster girl for the mcus strongest female superhero i would say that her stand alone movie really paled in comparison to wonder woman2017 while i didnt hate this movie i feel that it really didnt do much to connect itself to the greater established mcu and really did feel like its own thing that was almost completely disconnected furthermore a lot of the story was told through flash back and the entire plot felt a bit confusing with all the back and forth between the past and present in addition i felt that the timing of this movie really wasnt great this movie came out in march 2019 about a year after avengers infinity war but just 2 months before avengers endgame and as a result most mcu fans were probably more focused on how this movie would connect to the avengers when very little connection was made between this movie and the avengers it undoubtedly left many fans disappointed finally i really didnt like the character of captain marvel and felt that she was really just a static character who wasnt interesting compared to other female super heroes like diana prince from wonder woman captain marvel really didnt stand out as a unique and relatable character thus i will give this move a 35 not terrible but not great either
3,the movie itself wasnt bad just wasnt very good my biggest issue was the lead role actress just unrelatable and unempthetic to say the least the finale comes off cringey and unearned which is a true shame because marvel has been so consistent with the main character development in past films the climax of the film has some cool looking scenes and the supporting cast is great but the film does everything it possibly can to make captain marvel invulnerable its hard to relate to her
3,25 starts actually not bad but definitely one of the weaker mcu film along with thor 2iron man 2 incredible hulk screenplay needed more work and characters feel unfinished the action scenes are quite ordinary compared to other mcu films its advantage was the release time as it came between infinity war and endgame which massively helped its box office success brie larson jude law samuel jackson all has better films
3,i honestly feel like the movie was kinda lame i think the only reason i saw it was because i thought it would have some kind of connection to the next avengers movie not realy though its mostly just a prequal that answers some questions in a lame way most specifically how nick furry lost his eye i was thinking he was gonna loose it in a cool way but really it was used to set up a joke oh well but i did like the ending fight though although if your movie has one really good action scene that cant be too great thats just my oppinion anyway
3,my least favorite of all of the marvel movies it was okay just not great i think huge fans of the franchise like me were disappointed with this movie if youre not a big fan but just enjoy the occasional marvel superhero movie youll probably enjoy this one too the lead character never gained my appreciation or sympathy she also didnt seem to fit into the franchise like an afterthought they shoved in at the end just so they could say they had a female in the lead personally i would have much preferred that marvel took one of the female characters they already got us to love and made a better movie using her oh well they did a great job on all of the other movies
3,captain marvel is actually in my opinion a step down from we except coming from marvel its a little boring and a little predictable and too formulaic that being said there are solid laughs in this film and sam jackson is of course always a win definitely worth your time to watch although waiting till streaming probably wouldnt be the end of the world
3,the only reason marvel would make this is to make the feminists happy the production and effects are marvel quality buy the story and acting are not marvels standard fury is a complete opposite of his roles in any other movie he is a big suck up to captain marvel she acts too cocky and everyone way overestimates her power they disregard all other lore and brand her as the strongest avenger when she is not even close if they want to do a female superhero then do scarlet witch valkyrie or a movie with pepper pots in her new suit tony made tldr the movie is mediocre they make captain way more powerful than she really is acting is only ok and they really try to push the females are better than males
3,the movies ok production is great direction seems fine but brie larson honestly couldnt have less personality if she tried usually marvel nails their casting but this is a rare miss she really ruins the movie just so bland and one dimensional honestly the writing didnt help her much either the plot is fun and interesting but her character doesnt really have any flaws its just kinda this whole shes a strong female lead so we cant have her say or do anything wrong thing makes captain marvel just this insanely boring uninteresting character honestly the character herself was just insanely off putting in endgame as well so maybe its not as much brie larsons fault but she definitely doesnt do the role any favors either
3,it was pretty good i thought that samuel l jackson was funny and so was goose i think that her character was kinda teetering on the line of good character and sjw propaganda but that might just be because of brie larsons reputation and the advertisements good film liked the skrulls and stuff good world building i hope the sequel fixes the potential marysue problem and makes her character less cocky
2,i dislike all the antisjw sjws but this movie is not good nick fury losing his eye like that terrible im just a girl fight super lame brie larson gives a terrible performance i saw her do an interview where she said she didnt know how to act like a superhero and it shows in the movie she does a rage yell where she hangs her tongue out of her mouth shes puts so much effort into trying to look like a superhero that she comes off as having no emotions even when she is clearly attempting to express emotion when she gets her powers she do war whoops while chest bumping through space ships she is terrible as captain marvel this movie is more than just a terrible stand alone movie making her pilot name where nick fury gets the name for the avengers felt forced and making goose the one that made fury lose his eye in a movie filled with skrulls was probably the worst single moment in any marvel movie there are some good special effects but over all captain marvel is a terrible addition to the mcu
2,movie was bland garbage the casting choice for captain marvel could have been far better in terms of acting as for the story choice in the mcu bad timing if you are a fan of the comics this movie is a disappointment visually not as impressive as other marvel movies and not surprised of the visuals samuel l jackson is actually the main character in this film due to screen time and acting compared to brie larson as for those who know nothing of captain marvel in terms of comic references and movies those who review without understanding the background of the character from both areas of comics and this movie their review are baseless and the chatter will speak on the behalf of the movie which is not objective but rather subjective read the comics to understand the character better then the movie i feel that this movies production should have been used for another character wandavision is something to look too rather then this abomination of a movie
2,the visuals were impressive but brie larsons performance and captain marvels story were lackluster i rated this with 2 stars because of her bland acting the lack of a character ark and her op abilities that seem undeserved to the audience this is coming from a huge fan of the mcu whos generally easy to please with movies im only writing a review because brie has publicly blamed men and hollywood for being sexist due to the films relatively mediocre success i hope the mcu moves on to a better story and gives the spotlight to a better actress
2,when i saw the movie for the 1st time i thought it was okay its not the best movie ive seen the story is confusing most of the time but has some good laughs not much action but too much talking drama the cat or nick fury stole the show more than carol danvers aka captain marvel i liked that this movie took place in the 1990s also brie larson imo wasnt that great of a choice to play captain marvel too many chips on her shoulder in the movie if i would i could change the movie to make it better and i would recast a new captain marvel also im concerned about avengers endgame because of this movie dont hate on my review opinion just because i am a straight white male thor captain marvel update after watching endgame and far from home this movie still has a bad taste in my mouth shazam the rise of skywalker make this movie look bad and this movie is no way a milestone movie in any shape or form and any positive review you see of this movie is one by a sjw a liberal or people who dont watch superhero movies
2,boring and lacklustre asylum movies are far better than this flick i did not expect such a stupid narrative and boring story telling from marvel this should have been a dc movie rather than a marvel flick anyways sometimes odd things happen just like superb movie like wonder woman from dc a movie which gave breath to a sinking ship this will be a black mark for marvel i will hope marvel would do something in its sequel to make this character likeable thank god she did not had a huge role in endgame they should have killed this character in endgame
2,uhhh i think this was a little iffy because first of all all of captain marvels flashbacks were just stuck in a weird void of past events the skrulls were actually the good guys the trailer deceived me most of the time the kree were just plain old bad guys in question but goose the cat is so goddamn cute but on top of all this i still like dc better
2,this was just boring and underwhelming i felt like the entire movie was a politically correct ad of women and do anything men can do capt marvel brie larson did not have the flare of black widow or gamora the action scenes were weak and nothing like the fight by the women of black panther there was just no emotional connection for me it was felt like a bad date night movie i did like the nostalgia back in time feeling that brought pretty good memories
2,ok this movie was fine i guess my main issue is that i just hate captain marvel she is so annoying shes full of herself acts really rudely and has no character growth i just dont like her iron man started off in a similar way being really arrogant and cocky but he actually had character development and learnt how to be stronger
2,it was a movie that focused too much on shoehorning their female lead into being some strong unstoppable force for the sake of making a role model of little girls instead of actually writing a good character or movie this shoehorning of ideals in place of creating an actual good movie not only ruins the movie but it also muddles the message as the movie is the medium that the message is being displayed through im fine with people having politicalethical messages in movies but when you sacrifice the quality of the movie to do so i might as well watch a 10 minute propaganda piece and not waste my time
2,the movie is not bad because productionwise is great alas when you have a weak character and poor character building your movie will feel like a waste of time there is no hero journey here there is no character growth she basically at the end of the movie figures out that she was all mighty all along and that men were keeping her down so she learns nothing and when your character is already allpowerful if there are no struggles you cant really connect to this only entitle people will connect with this hero
1,im sorry but this movie was complete utter trash to me yeah it made a million dollars but thats because it was sandwiched in between infinity war endgame this movie could of been a legend but they had to get political and demonize anybody that didnt like the film and have cringe worthy scenes of men being evil and persecute her because her gender im sorry thats not inspiring its cringy cancer and makes me want to jump off a building and end it all why do we need this bs in female lead movies women are not all helpless victims they are people with bright futures oppurtunities captain marvel as a charecter is terrible shes unlikable annoying oh how black widow was wronged she should of gotten a movie first this movie was lame forgettable sad very sad all the talk about female empowerment feminism this movie will be forgotten in someones mind in just a day im looking forward to black widow the heroine we actually deserve is a complex flawed interesting charecter something captain marvel failed at
1,yo everyone saying this movie is great falls under one of two categories 1 lesbian separatists these are women who believe men are worse and like to see women be placed on top of men basically saying they dont like movies with men 2 die hard superman fans these arent your true superman fans these are the ones who dont care if superman has a deep back story basically they like any action movie with a superhero and were thrilled to have a female lead for once now down to why is movie is even worse than the incredible hulk captain marvel doesnt even qualify as a hero shes selfish egotistic overpowered and lacks any character when the greatest supervillain in the entire marvel universe was attacking earth for the first time her excuse for not being there was that every planet has it just as bad how thanos is confirmed to be the greatest threat in the universe so how were all other planets having it just as bad lame excuse anyways its okay to like the movie but its just sooo overrated she just doesnt have any qualities that a superhero needs which is why i wish marvel released black widow before captain marvel so it would have a more fair rating
1,this was the most disappointing and not good marvel movie ever they really did a lazy job on making this movie brie larson was bad in this movie and a really weird voice actor and deserved not to be in endgame it does not make any sense at all brie larson gave people some ill advice also why is does her name have marvel in it it should had been something else like caption lady as a more better name i liked all the other standalone avengers movies that also includes iron man 23 thor the dark world and the incredible hulk they were all good and entertaining the others are good epic awesome and perfect but i load this one so muchhh nick furry the cat goose and the villain were the only good characters in the movie but everyone else is just horrendous i would rather watch shrek the third despicable me 3 ice age collision course the lego movie 2 the second part dont like that movie cars 2 and transformers 24 and 5 cause those are better movies if i would choose captain marvel or kidney stone i would pick
1,the worst marvel movie in existence the writers behind this movie must have been working in a facility with a gas leak because the script makes zero sense an explosion that causes millennials to become the most powerful beings in the universe if this concept was true wouldnt all of the people who were present during nuclear blasts be super heroes bad casting lack luster dialogue horrendous story there was an especially awful scene of our hero in a dream state as nirvana plays on vinyl to relax her and remind her of her childhood maybe find a lead actress who was born before the grunge period ended a major flop from our favorite super hero film makers
1,actually i think this movie is so boring captain marvel tries to be cool girl which make it even worse the graphics are pretty impressive and the editing too but apart from that its not worth watching
1,very bad plot 2nd no game i mean the character is wayyy powerful and somehow not so great acting too and i specifically dont like the character built feels like shes not trustworthy and very stubborn she acts like a child in many scenes and she kills all of the armies like 50k people and lets the boss just go like what youll be fine without this movie theres nothing important in here to the mcu just the character so its safe to pass this and watch the others
1,this review is not as much about the movie being a 1 i would really put it as a 2 however anytime someone tells me something is amazing but i do not agree it pushes me to think it is even worse the same is true when i think a movie is good and other people say it is trash it pushes me to like it more i should work on being less of a contrarian
1,this is the worst marvel film and i cant believe they are making another i hope they write her off or something this character just feels like a after thought the story was boringsorry to saytrash they did scarlet johansen wrong by putting this movie out before her
1,aside from all the political bs this movie is just plain bad its has none of the character of the earlier marvel movies and just feels cold and lifeless yes the special effects are good but so what what about the story captain marvel makes no sense at all i genuinely like the marvel universe but ive a feeling it will all be downhill from now on
1,at least brie larson was ok as a side character in scott pilgrim the movie was lackluster in all regards and was for the most part a waste of money the only redeeming feature this movie had was that i was able to fall asleep and dream of other good movie that i could have actually spent money on and enjoyed i would give less if i could but that would be more effort than the writers gave to this movie
5,black panther was an outstanding and gorgeous film complete with unquestionable talent beautiful visuals and immersive and fun music chadwick boseman rest in peace gave his all and played tchalla with vigor and style he brought us an interesting and fanfavorite character his costars all played there parts to perfection michael b jordan played one of the most convincing and heartfelt villains of the mcu lupita nyongo and danai gurira were amazing as tchallas partners in crime throughout the movie and letitia wright played a convincing role as shuri and created a chemistry between her character and her brother that was loved by many and there are so many more great talents in this movie who did the movie good the visuals and action of the movie were unprecedented and were sure to leave a mark in our memories the music was notable as immersive with an african vibe and fun feel an overall outstanding movie that i would highly recommend to watch
5,i love this movie i already gave a review of this before but it was pretty short and watching it again made me like it a lot more so here we go black panther is a great film with a good message and a surprisingly good villain erik killmonger who ou can actually take his side for some of the things he is saying i think this movie is great because there were a lot of people who watched this movie and loved it even if they hadnt watched other movies in the mcu you can appreciate this as a movie not just another mcu movie because its less about setting up future movies and more about giving a message and introducing some great characters it was so sad to hear that chadwick boseman died and watching this again made it hit harder for me chadwick does a great job as black panther who is one of the cooler and different characters in marvel and it was so cool that he got his own movie this is my second favorite mcu movie and i really enjoyed it because of its great story message action and characters
5,one of the best mcu ever made the excellence of this film and the black excellence of this film the casting was spot on no one else can be t challa but chadwick bosemen he brings an effortless coolness and calming but will get the job done nature to being king michael b jordan casting was on point his sister the rival tribe leader mrs bassett im proud of ryan coogler but i am most proud of kevin feige and marvel studios for seeing the value in this art african americans can carry big budgets as well kendrick lamar doing the soundtrack was genius costume design pride just w surging about this movie was and is flawless the women warriors and all done with such grace and balance the story plot theme score everything amazing
5,extremely well written with the most realistic and exciting special affects but the cast of actors are extraordinary this movie is by far the best of the marvel universe and dc comics as well of course stan lee will grace us with a cameo appearance love the movie and i recommend it highly theyve managed to capture action comedy and realistic vibes between the black panther and his love interest his security his kingdom and most of all his sister andy serkis was a fun loving maniacal villain danai gurira was the the kind of securityfriend everyone would love to have letitia wright was the perfect brilliant and funny little sister lupita is the ideal love intereststrong willed and beautiful chadwick boseman appears to be born of royal blood and hes absolutely perfect for the part angela bassett is the ideal queen mother michael b jordan is a mystery filled with intrigue perfect adversary
5,right now revisiting this film feels like watching the crow because despite the lead being a young and seemingly healthy individual you know that a tragic death is nigh for thembut this film is far more then a grim curiosity this was and still is a groundbreaking piece of cinema that proves that africa can be an interesting place to explore cinematically much like blade before him this film goes above beyond to show that black superheroes are just as powerful and cool as white ones the writing is spot on the research done by the crew for the movie is beyond comprehensive and the story is heartfelt and full of memorable characters chadwick boseman is the star but letitia wright lupita nyongo angela bassett and micheal b jordan deserve their dues as does the music the costumes and the director ryan coogler the only down side is some dopey looking cgi but no film is perfect i guess
5,i thing that it is one of the best movie of marvel cinematic universe after chadwick sir died i watched this film again and in second time it felt this movie more and more amazing from my point of view this is that kind of movie that will entertain you again and again doesnt matter how many times youre watching it from my point of view killmonger was not wrong of course as a child he saw his father died in the hands of his own uncle tchaka and it was very difficult time for him he also was criticised because of his colour because when he arrived to sakanya he said there are more than 2 billion people in this world like us and you dont cares about them that leaves a great message i liked the fight of aananda the process of making a king the fight vision of black panther in this film chasing andy sarkies history of wakanda climax killmongers death well that was the most emotional scene ever when vibration was stollen from the museum when tchalla went to the soul world and met his father when killmonger went to thr soul world to meet his father when tchalla returned from coma killmonger vs tchalla for the throne killmonger vs tchalla after he returned the new vibranium suit of black panther rtc black panther film is the reason we all fell in love with this charecter and ofcourse late chadwick boseman one of the greatest actor hollywood ever found i also liked the mid credit scene in we which wakanda is no longer a hidden place and i was shocked when i saw bucky in the post credit scene as well as martian freeman and andy sarkies in this film rip chadwick boesman wakanda forever
5,addressing hope for reconciliation black panther picturizes how to avoid thwart and prevent evil through sharing and coordination of technology with good leaders in the dangerous world in which we live superhero movies with heroes with good moral character integrity and selfsacrifice are popular partly because audiences want to see heroes who enable good to prevail over evil this movie is rated pg13 due to the violent struggles between good and evil it is appropriate for middle schoolersadults where the earlier american black panther group used power for militancy this latest black panther uses technology and power for the good of all at the 2019 oscar awards this movie was honored with nominations for best picture and best sound mixing
5,today is the last day before the mnet movies channels shut down for some time to be improved and on mnet movies zone i watched the movie and read the info on it saying this was pulled out of the cinema and to our tv for everyone to see because its a tribute to chadwick boseman the star of the movie who died 3 days agoonly found out now and they made a wise choice for us to see it because it is an amazing action comedy adventure movies love the director for the movements and emotions but the writers of the movies is who i love bestwhy does everyone including the critics say the director did a great job yet the director wouldnt have anything to direct without the imaginative writers which every plot came from them you guys really need to give more credit to the writers especially in this movie like no other i love it so much not just because it came from cinema but it also tells an amazing story of the black panter
5,the movie was great but not the killing though still i love it its great and black panther aka king tchalla is my favorite superhero and i have heard that black panther will be on the next series of avengers yay when i heard that a black panther is an animal it became my favorite animal now dont get confused between the animal black panther and the superhero black panther though i love it but i wish black panther would have a sword and instead of the purple i would have gold like the golden black panther suit but still i like it though purple and black would make sense for a combination but i hope the next black panther would be like
5,stellar performances from all actors and actresses it has everything i make the trip to the movie theaters for actually was challenged to go see the movie by a friend who had gone to see it because of the excitement she had for the movie i decided to check it out must say i was not disappointed one bit from the cast to the costumes the plot to the props and the magnificent special effects this movie had me so engulfed i found myself on the edge of my seat during the entire movie
